Entity,Year,Imported deforestation (hectares),Exported deforestation (hectares),Net deforestation in trade (hectares),embodied_deforestation,deforestation_domestic_consumption,share_deforestation_exported,share_deforestation_domestic_consumption,imported_deforestation_per_capita,exported_deforestation_per_capita,domestic_consumption_deforestation_per_capita,net_traded_deforestation_per_capita,domestic_and_imported_deforestation
Argentina,2013,2288.38009757534,166121.86608495872,163833.48598738338,292909.5588998787,126787.69281492,56.71438880618502,43.28561119381499,5.42321570190383e-05,0.003936910277868962,0.0030047325058043415,0.0038826781208499235,129076.07291249534
Armenia,2005,394.9241922352245,2.718449907014758,-392.20574232820974,177.87808921837475,175.15963931136,1.5282657459162445,98.47173425408376,0.00013248044019967275,9.119254971535586e-07,5.8758684774022136e-05,-0.0001315685147025192,570.0838315465845
Armenia,2006,340.7487193876024,3.880054130897463,-336.86866525670496,177.41995081821847,173.539896687321,2.186932254801999,97.813067745198,0.00011519564549952752,1.3117153924602648e-06,5.8667984005179516e-05,-0.00011388393010706726,514.2886160749234
Armenia,2007,354.5662050897795,3.901232378824858,-350.66497271095466,153.72626133161486,149.82502895279,2.5377787406207752,97.46222125937922,0.00012088857998287742,1.3301167333190788e-06,5.108251924745653e-05,-0.00011955846324955835,504.3912340425695
Armenia,2008,422.6645452645498,1.40762476895803,-421.25692049559177,97.39079299323903,95.983168224281,1.445336592603521,98.55466340739648,0.0001453454419754298,4.840525340295838e-07,3.3006591548927445e-05,-0.0001448613894414002,518.6477134888308
Armenia,2009,371.654997844516,1.485804806314789,-370.16919303820123,121.3074953139808,119.821690507666,1.2248252282095786,98.77517477179042,0.00012868940368577424,5.144753484469492e-07,4.148950502343006e-05,-0.0001281749283373273,491.476688352182
Armenia,2010,515.9098275516429,2.3350922095009707,-513.5747353421419,132.99852074950098,130.66342854,1.7557279557259529,98.24427204427406,0.00017932215069573965,8.116413658328017e-07,4.5416554932221066e-05,-0.00017851050932990683,646.573256091643
Armenia,2011,385.1147633973085,1.068930157334961,-384.0458332399735,141.86851415733497,140.799584,0.7534653927153254,99.24653460728467,0.00013385984129207803,3.7154332893116477e-07,4.893972332290581e-05,-0.00013348829796314685,525.9143473973085
Armenia,2012,386.4560568862988,0.7088487521660625,-385.74720813413273,170.76549685216605,170.0566481,0.41510068792159005,99.5848993120784,0.00013400001972479155,2.457866685735307e-07,5.896555065880721e-05,-0.000133754233056218,556.5127049862988
Armenia,2013,434.5095624817805,0.6052859081418944,-433.90427657363864,156.5623539326879,155.957068024546,0.38661012238109926,99.6133898776189,0.0001499342865706627,2.0886332234019822e-07,5.3815413397013804e-05,-0.0001497254232483225,590.4666305063265
Aruba,2005,945.5230016467336,0.0,-945.5230016467336,0.0,0.0,,,0.009455230016467336,0.0,0.0,-0.009455230016467336,945.5230016467336
Aruba,2006,930.2895642438159,0.0,-930.2895642438159,0.0,0.0,,,0.009210787764790257,0.0,0.0,-0.009210787764790257,930.2895642438159
Aruba,2007,733.3348643722943,0.0,-733.3348643722943,0.0,0.0,,,0.007260741231408854,0.0,0.0,-0.007260741231408854,733.3348643722943
Aruba,2008,819.2302295396174,0.0,-819.2302295396174,0.0,0.0,,,0.00811119039148136,0.0,0.0,-0.00811119039148136,819.2302295396174
Aruba,2009,247.85487066203257,0.0,-247.85487066203257,0.0,0.0,,,0.002454008620416164,0.0,0.0,-0.002454008620416164,247.85487066203257
Aruba,2010,224.03141384201447,0.0,-224.03141384201447,0.0,0.0,,,0.002196386410215828,0.0,0.0,-0.002196386410215828,224.03141384201447
Aruba,2011,148.55131235975176,0.0,-148.55131235975176,0.0,0.0,,,0.001456385415291684,0.0,0.0,-0.001456385415291684,148.55131235975176
Aruba,2012,146.98547463782222,0.0,-146.98547463782222,0.0,0.0,,,0.0014270434430856526,0.0,0.0,-0.0014270434430856526,146.98547463782222
Aruba,2013,137.89598724919168,0.0,-137.89598724919168,0.0,0.0,,,0.0013387959927105989,0.0,0.0,-0.0013387959927105989,137.89598724919168
Australia,2005,3405.3733933894473,35067.82241191054,31662.449018521096,83337.04829191054,48269.22588,42.079511010608414,57.92048898939159,0.0001687582830362975,0.0017378374751925538,0.0023920524247980574,0.0015690791921562563,51674.599273389445
Australia,2006,4388.4790809073675,32969.449339894345,28580.970258986978,76326.55236989434,43357.10303,43.19525553848881,56.80474446151119,0.000213800988059406,0.0016062286534100335,0.0021123016189223422,0.0013924276653506274,47745.582110907366
Australia,2007,6257.670050293789,26702.751849229928,20445.08179893614,69258.47945922993,42555.72761,38.555209495970686,61.444790504029314,0.0002991810121578595,0.0012766662769759958,0.0020346016260279214,0.0009774852648181363,48813.39766029379
Australia,2008,6108.737875719715,16106.68287424578,9997.944998526065,62179.70342424578,46073.02055,25.9034411347245,74.0965588652755,0.0002863649857359701,0.0007550479502271601,0.002159807826270392,0.00046868296449119004,52181.758425719716
Australia,2009,6370.030394820053,18281.776378550087,11911.745983730034,55251.74999855008,36969.97362,33.08813997571088,66.91186002428911,0.0002928614957850238,0.0008405027988851127,0.001699690755367569,0.0005476413031000889,43340.00401482005
Australia,2010,5273.130649671661,20532.10167197668,15258.97102230502,48574.29215197668,28042.19048,42.269481987996706,57.730518012003294,0.00023801086209305624,0.0009267479879023553,0.001265727396975852,0.0006887371258092991,33315.32112967166
Australia,2011,5131.316341778071,17424.167506016493,12292.851164238422,42119.99999601649,24695.83249,41.36791905903225,58.63208094096775,0.0002276739880103856,0.000773101761736467,0.0010957419686751266,0.0005454277737260814,29827.14883177807
Australia,2012,5286.009406958907,15317.464821907124,10031.455414948217,35696.66732190712,20379.2025,42.91006968179005,57.089930318209944,0.00023078979247986845,0.0006687681113302097,0.0008897660888927698,0.0004379783188503413,25665.211906958906
Australia,2013,4361.945171784719,37619.5402700942,33257.59509830948,78618.6622300942,40999.12196,47.8506492008127,52.14935079918731,0.00018757020734399996,0.0016176968510038356,0.001763023950118254,0.0014301266436598358,45361.067131784715
Austria,2005,3249.590435925199,0.0,-3249.590435925199,0.0,0.0,,,0.00039369886551068563,0.0,0.0,-0.00039369886551068563,3249.590435925199
Austria,2006,3189.1081311816138,0.0,-3189.1081311816138,0.0,0.0,,,0.0003849255438963927,0.0,0.0,-0.0003849255438963927,3189.1081311816138
Austria,2007,3124.47690808923,0.0,-3124.47690808923,0.0,0.0,,,0.00037580910609685234,0.0,0.0,-0.00037580910609685234,3124.47690808923
Austria,2008,2825.24750889466,0.0,-2825.24750889466,0.0,0.0,,,0.0003386774764918077,0.0,0.0,-0.0003386774764918077,2825.24750889466
Austria,2009,2996.258703601298,0.0,-2996.258703601298,0.0,0.0,,,0.0003578476894304667,0.0,0.0,-0.0003578476894304667,2996.258703601298
Austria,2010,2908.5189438873144,0.0,-2908.5189438873144,0.0,0.0,,,0.0003458405402957568,0.0,0.0,-0.0003458405402957568,2908.5189438873144
Austria,2011,3078.8971968295195,0.0,-3078.8971968295195,0.0,0.0,,,0.000364194132579787,0.0,0.0,-0.000364194132579787,3078.8971968295195
Austria,2012,2973.2592103286865,0.0,-2973.2592103286865,0.0,0.0,,,0.0003497129158231812,0.0,0.0,-0.0003497129158231812,2973.2592103286865
Austria,2013,2419.8153219014357,0.0,-2419.8153219014357,0.0,0.0,,,0.00028282086511236974,0.0,0.0,-0.00028282086511236974,2419.8153219014357
Azerbaijan,2005,506.9372207491136,0.0,-506.9372207491136,0.0,0.0,,,5.936728197085298e-05,0.0,0.0,-5.936728197085298e-05,506.9372207491136
Azerbaijan,2006,565.5611193200065,0.0,-565.5611193200065,0.0,0.0,,,6.553431278331476e-05,0.0,0.0,-6.553431278331476e-05,565.5611193200065
Azerbaijan,2007,633.0649266170088,0.0,-633.0649266170088,0.0,0.0,,,7.256590172134444e-05,0.0,0.0,-7.256590172134444e-05,633.0649266170088
Azerbaijan,2008,733.2650190154353,0.0,-733.2650190154353,0.0,0.0,,,8.311777590290583e-05,0.0,0.0,-8.311777590290583e-05,733.2650190154353
Azerbaijan,2009,719.523197000162,0.0,-719.523197000162,0.0,0.0,,,8.062787953834177e-05,0.0,0.0,-8.062787953834177e-05,719.523197000162
Azerbaijan,2010,729.0495624922095,0.0,-729.0495624922095,0.0,0.0,,,8.071850780471761e-05,0.0,0.0,-8.071850780471761e-05,729.0495624922095
Azerbaijan,2011,761.2058639278591,0.0,-761.2058639278591,0.0,0.0,,,8.322828164529402e-05,0.0,0.0,-8.322828164529402e-05,761.2058639278591
Azerbaijan,2012,1084.604940867554,0.0,-1084.604940867554,0.0,0.0,,,0.00011706475346654658,0.0,0.0,-0.00011706475346654658,1084.604940867554
Azerbaijan,2013,903.3685955874997,0.0,-903.3685955874997,0.0,0.0,,,9.625664311001596e-05,0.0,0.0,-9.625664311001596e-05,903.3685955874997
Bahamas,2005,150.15736740233362,0.0,-150.15736740233362,127.9521834,127.9521834,0.0,100.0,0.0004620226689302573,0.0,0.00039369902584615384,-0.0004620226689302573,278.1095508023336
Bahamas,2006,82.48117009638136,0.0,-82.48117009638136,156.6321131,156.6321131,0.0,100.0,0.0002491878250645963,0.0,0.0004732088009063444,-0.0002491878250645963,239.11328319638136
Bahamas,2007,120.7914067626192,0.0,-120.7914067626192,171.969100067,171.969100067,0.0,100.0,0.000358431474073054,0.0,0.0005102940654807121,-0.000358431474073054,292.7605068296192
Bahamas,2008,87.11489384983079,4.2184633868818935,-82.8964304629489,232.1875395368819,227.96907615,1.816834527509953,98.18316547249005,0.00025324097049369415,1.226297496186597e-05,0.0006627008027616279,-0.0002409779955318282,315.0839699998308
Bahamas,2009,129.12929212529676,5.949136043936278,-123.18015608136048,241.61095396393628,235.66181792,2.4622791087627043,97.5377208912373,0.000368940834643705,1.699753155410365e-05,0.0006733194797714286,-0.0003519433030896014,364.79111004529676
Bahamas,2010,132.55640610833385,2.8028719891854905,-129.75353411914836,256.9080960791855,254.10522409,1.091001814252508,98.90899818574749,0.00037339832706572915,7.895414054043635e-06,0.0007157893636338029,-0.0003655029130116855,386.66163019833385
Bahamas,2011,134.79366445147375,1.2988155778836585,-133.4948488735901,213.21992724788365,211.92111167,0.6091436174132501,99.39085638258675,0.0003744268456985382,3.6078210496768293e-06,0.0005886697546388888,-0.00037081902464886134,346.71477612147373
Bahamas,2012,190.66443025585804,0.2467245286922548,-190.41770572716578,171.36015875569225,171.113434227,0.143980100440972,99.85601989955903,0.0005238033798237858,6.778146392644363e-07,0.00047009185227197804,-0.0005231255651845214,361.77786448285804
Bahamas,2013,148.12235770040988,0.11020091892206096,-148.01215678148782,66.61940887892206,66.50920796,0.16541863816646354,99.83458136183354,0.00040360315449702964,3.002749834388582e-07,0.00018122399989100818,-0.0004033028795135908,214.63156566040988
Bahrain,2005,537.082093268796,0.0,-537.082093268796,0.0,0.0,,,0.0006041418371977458,0.0,0.0,-0.0006041418371977458,537.082093268796
Bahrain,2006,484.15357396891824,0.0,-484.15357396891824,0.0,0.0,,,0.0005053795135374929,0.0,0.0,-0.0005053795135374929,484.15357396891824
Bahrain,2007,487.6440798037008,0.0,-487.6440798037008,0.0,0.0,,,0.0004706989187294409,0.0,0.0,-0.0004706989187294409,487.6440798037008
Bahrain,2008,408.0077854089194,0.0,-408.0077854089194,0.0,0.0,,,0.0003659262649407349,0.0,0.0,-0.0003659262649407349,408.0077854089194
Bahrain,2009,490.92598594549736,0.0,-490.92598594549736,0.0,0.0,,,0.0004142835324434577,0.0,0.0,-0.0004142835324434577,490.92598594549736
Bahrain,2010,1559.5505155840424,0.0,-1559.5505155840424,0.0,0.0,,,0.0012566885701724758,0.0,0.0,-0.0012566885701724758,1559.5505155840424
Bahrain,2011,889.320076310925,0.0,-889.320076310925,0.0,0.0,,,0.0006958686043121478,0.0,0.0,-0.0006958686043121478,889.320076310925
Bahrain,2012,970.2994831285353,0.0,-970.2994831285353,0.0,0.0,,,0.0007463842177911809,0.0,0.0,-0.0007463842177911809,970.2994831285353
Bahrain,2013,755.1940543340071,0.0,-755.1940543340071,0.0,0.0,,,0.0005742920565277621,0.0,0.0,-0.0005742920565277621,755.1940543340071
Bangladesh,2005,7354.45848025103,3.4775949447980565,-7350.980885306231,3686.628074544798,3683.1504796,0.09432996425134228,99.90567003574866,5.289607353671733e-05,2.5012190690166982e-08,2.649062458356109e-05,-5.287106134602715e-05,11037.60895985103
Bangladesh,2006,15567.484732681207,2.944968750876342,-15564.53976393033,3367.7453513508763,3364.8003826,0.0874463014163185,99.91255369858368,0.00011046959371873572,2.0898013199313427e-08,2.387721186776772e-05,-0.0001104486957055364,18932.285115281207
Bangladesh,2007,21544.340592830806,1.0573084629259029,-21543.28328436788,3087.6855606929257,3086.62825223,0.03424275050496483,99.96575724949504,0.0001510187900801262,7.4113869544785e-09,2.1636255798612084e-05,-0.00015101137869317173,24630.968845060805
Bangladesh,2008,11525.282114780133,0.9463567096649967,-11524.335758070469,3109.578370709665,3108.632014,0.030433602142949694,99.96956639785705,7.986807098056972e-05,6.5580767661672355e-09,2.1542244248253684e-05,-7.986151290380356e-05,14633.914128780134
Bangladesh,2009,18154.293007780296,3.6855511373851186,-18150.60745664291,2716.689085137385,2713.003534,0.13566333952413762,99.86433666047586,0.00012440838789136473,2.525647654231236e-08,1.8591767570561183e-05,-0.0001243831314148224,20867.296541780295
Bangladesh,2010,16532.266436400583,5.9735959993704455,-16526.292840401213,2879.0307505993705,2873.0571546,0.20748635623731468,99.79251364376267,0.00011202619373329515,4.0478371509696586e-08,1.9468453321039293e-05,-0.00011198571536178547,19405.323591000582
Bangladesh,2011,19291.72258444186,5.685423761673974,-19286.037160680185,3133.090234761674,3127.404811,0.181463773324947,99.81853622667505,0.00012923786363471472,3.808742415824273e-08,2.0950908594369167e-05,-0.00012919977621055648,22419.12739544186
Bangladesh,2012,17006.658520173845,6.307400742166465,-17000.351119431678,3712.5197017421665,3706.212301,0.16989541467501448,99.83010458532499,0.00011262240255469217,4.176920613860684e-08,2.4543477087003166e-05,-0.00011258063334855356,20712.870821173845
Bangladesh,2013,15269.22705058326,14.873517720215204,-15254.353532863046,4543.694478811315,4528.8209610911,0.3273441422959912,99.672655857704,9.995501371569556e-05,9.736463167387133e-08,2.9646449016847833e-05,-9.98576490840217e-05,19798.04801167436
Barbados,2005,154.87637626218122,0.006729281399380227,-154.86964698078185,2.3520000003993804,2.345270719,0.286108902986291,99.7138910970137,0.0005611462908050044,2.4381454345580533e-08,8.497357677536232e-06,-0.0005611219093506588,157.22164698118124
Barbados,2006,118.51849437926892,0.013770575209819835,-118.5047238040591,2.7441202512098197,2.730349676,0.5018211284198899,99.49817887158011,0.0004278646006471802,4.971326790548677e-08,9.856858036101083e-06,-0.0004278148873792747,121.24884405526892
Barbados,2007,158.23714404279482,0.03198087880187028,-158.20516316399295,3.13599999980187,3.104019121,1.019798431246518,98.98020156875347,0.0005671582223756087,1.1462680574147055e-07,1.1125516562724013e-05,-0.0005670435955698672,161.34116316379482
Barbados,2008,120.37928585160415,0.11126172693580916,-120.26802412466834,3.527999999935809,3.416738273,3.153677067398909,96.8463229326011,0.00042992602089858626,3.973633104850327e-07,1.2202636689285715e-05,-0.00042952865758810125,123.79602412460416
Barbados,2009,155.73489330495516,0.892028936526351,-154.84286436842882,3.245333333526351,2.353304397,27.486512011297158,72.51348798870283,0.0005542167021528653,3.1744802011613915e-06,8.374748743772242e-06,-0.0005510422219517039,158.08819770195515
Barbados,2010,141.95689264491932,0.8220670400246795,-141.13482560489464,2.5920000000246795,1.76993296,31.715549383366216,68.28445061663379,0.0005033932363295011,2.9151313476052463e-06,6.2763580141843975e-06,-0.000500478104981896,143.72682560491933
Barbados,2011,197.7968017188659,0.15621213512190057,-197.640589583744,1.8080000001219005,1.651787865,8.640051720761521,91.35994827923848,0.0006989286279818584,5.519863431869279e-07,5.8367062367491165e-06,-0.0006983766416386713,199.4485895838659
Barbados,2012,112.17605872342428,0.015167920714781902,-112.16089080270949,1.023999999714782,1.008832079,1.4812422577154953,98.5187577422845,0.0003949861222655784,5.3408171530922186e-08,3.55222563028169e-06,-0.0003949327140940475,113.18489080242428
Barbados,2013,155.3028102909633,0.002670392749376027,-155.30013989821393,0.24000000004937602,0.2373296073,1.1126636453444325,98.88733635465556,0.0005468408813062088,9.402791371042349e-09,8.356676313380282e-07,-0.0005468314785148378,155.5401398982633
Belarus,2005,897.0999102038485,0.0,-897.0999102038485,0.0,0.0,,,9.381927527754115e-05,0.0,0.0,-9.381927527754115e-05,897.0999102038485
Belarus,2006,1041.260443768123,0.0,-1041.260443768123,0.0,0.0,,,0.00010941057515689009,0.0,0.0,-0.00010941057515689009,1041.260443768123
Belarus,2007,812.6171200315501,0.0,-812.6171200315501,0.0,0.0,,,8.571006434253245e-05,0.0,0.0,-8.571006434253245e-05,812.6171200315501
Belarus,2008,1015.1251065876716,0.0,-1015.1251065876716,0.0,0.0,,,0.00010738655522983936,0.0,0.0,-0.00010738655522983936,1015.1251065876716
Belarus,2009,1078.2592240400238,0.0,-1078.2592240400238,0.0,0.0,,,0.0001143071370762243,0.0,0.0,-0.0001143071370762243,1078.2592240400238
Belarus,2010,965.3895528824098,0.0,-965.3895528824098,0.0,0.0,,,0.00010247208925617342,0.0,0.0,-0.00010247208925617342,965.3895528824098
Belarus,2011,1293.240316656072,0.0,-1293.240316656072,0.0,0.0,,,0.00013735956629379418,0.0,0.0,-0.00013735956629379418,1293.240316656072
Belarus,2012,1719.3441451542033,0.0,-1719.3441451542033,0.0,0.0,,,0.00018257875598961488,0.0,0.0,-0.00018257875598961488,1719.3441451542033
